,,,,,,,,,,,,,,,,
,,,PRIMARY MORTGAGE MARKET SURVEY®,,,,,,,,,,,,,
,,,Summary page with all rate types - U.S. averages,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,U.S.,30 yr,U.S.,15 yr,U.S.,5/1 ARM,U.S.,30 yr FRM/,,,,,,,,
,30 yr,fees &,15 yr,fees &,5/1,fees &,5/1 ARM,5/1 ARM,,,,,,,,
Week,FRM,points,FRM,points,ARM,points,margin,spread,,,,,,,,
1/19/1973,7.44,0.90,,,,,,,,,,,,,,
1/26/1973,7.43,0.90,,,,,,,,,,,,,,
2/2/1973,7.43,0.90,,,,,,,,,,,,,,
2/9/1973,7.43,1.00,,,,,,,,,,,,,,
2/16/1973,7.45,0.90,,,,,,,,,,,,,,
2/23/1973,7.45,1.00,,,,,,,,,,,,,,
3/2/1973,7.45,1.00,,,,,,,,,,,,,,
3/9/1973,7.45,0.90,,,,,,,,,,,,,,
3/16/1973,7.45,0.90,,,,,,,,,,,,,,
3/23/1973,7.45,0.90,,,,,,,,,,,,,,
3/30/1973,7.49,0.90,,,,,,,,,,,,,,
4/6/1973,7.51,1.00,,,,,,,,,,,,,,
4/13/1973,7.54,0.90,,,,,,,,,,,,,,
4/20/1973,7.56,0.90,,,,,,,,,,,,,,
4/27/1973,7.56,0.90,,,,,,,,,,,,,,
5/4/1973,7.58,0.90,,,,,,,,,,,,,,
5/11/1973,7.64,0.90,,,,,,,,,,,,,,
5/18/1973,7.69,0.90,,,,,,,,,,,,,,
5/24/1973,7.70,0.90,,,,,,,,,,,,,,
6/1/1973,7.70,0.90,,,,,,,,,,,,,,
6/8/1973,7.73,0.90,,,,,,,,,,,,,,
6/15/1973,7.73,0.90,,,,,,,,,,,,,,
6/22/1973,7.75,0.90,,,,,,,,,,,,,,
6/29/1973,7.76,0.90,,,,,,,,,,,,,,
7/6/1973,7.89,0.90,,,,,,,,,,,,,,
7/13/1973,8.01,1.00,,,,,,,,,,,,,,
7/20/1973,8.12,0.90,,,,,,,,,,,,,,
7/27/1973,8.18,1.00,,,,,,,,,,,,,,
8/3/1973,8.26,1.00,,,,,,,,,,,,,,
8/10/1973,8.40,1.10,,,,,,,,,,,,,,
8/17/1973,8.55,1.00,,,,,,,,,,,,,,
8/24/1973,8.61,1.00,,,,,,,,,,,,,,
8/31/1973,8.66,1.10,,,,,,,,,,,,,,
9/7/1973,8.77,1.10,,,,,,,,,,,,,,
9/14/1973,8.81,1.10,,,,,,,,,,,,,,
9/21/1973,8.83,1.10,,,,,,,,,,,,,,
9/28/1973,8.85,1.10,,,,,,,,,,,,,,
10/5/1973,8.82,1.10,,,,,,,,,,,,,,
10/12/1973,8.83,1.10,,,,,,,,,,,,,,
10/19/1973,8.75,1.00,,,,,,,,,,,,,,
10/26/1973,8.68,1.00,,,,,,,,,,,,,,
11/2/1973,8.62,1.00,,,,,,,,,,,,,,
11/9/1973,8.59,1.00,,,,,,,,,,,,,,
11/16/1973,8.58,1.00,,,,,,,,,,,,,,
11/23/1973,8.57,1.00,,,,,,,,,,,,,,
11/30/1973,8.55,1.00,,,,,,,,,,,,,,
12/7/1973,8.53,1.00,,,,,,,,,,,,,,
12/14/1973,8.53,1.00,,,,,,,,,,,,,,
12/21/1973,8.53,1.00,,,,,,,,,,,,,,
12/28/1973,8.56,1.00,,,,,,,,,,,,,,
1/4/1974,8.56,1.00,,,,,,,,,,,,,,
1/11/1974,8.53,1.00,,,,,,,,,,,,,,
1/18/1974,8.55,1.00,,,,,,,,,,,,,,
1/25/1974,8.52,1.00,,,,,,,,,,,,,,
2/1/1974,8.48,1.00,,,,,,,,,,,,,,
2/8/1974,8.46,1.00,,,,,,,,,,,,,,
2/15/1974,8.46,1.00,,,,,,,,,,,,,,
2/22/1974,8.42,1.00,,,,,,,,,,,,,,
3/1/1974,8.41,1.00,,,,,,,,,,,,,,
3/8/1974,8.41,1.00,,,,,,,,,,,,,,
3/15/1974,8.40,1.00,,,,,,,,,,,,,,
3/22/1974,8.40,1.00,,,,,,,,,,,,,,
3/29/1974,8.41,1.00,,,,,,,,,,,,,,
4/5/1974,8.44,1.00,,,,,,,,,,,,,,
4/12/1974,8.53,1.00,,,,,,,,,,,,,,
4/19/1974,8.63,1.00,,,,,,,,,,,,,,
4/26/1974,8.73,1.00,,,,,,,,,,,,,,
5/3/1974,8.87,1.00,,,,,,,,,,,,,,
5/10/1974,8.98,1.00,,,,,,,,,,,,,,
5/17/1974,8.97,1.10,,,,,,,,,,,,,,
5/24/1974,9.01,1.10,,,,,,,,,,,,,,
5/31/1974,9.03,1.20,,,,,,,,,,,,,,
6/7/1974,9.06,1.20,,,,,,,,,,,,,,
6/14/1974,9.11,1.10,,,,,,,,,,,,,,
6/21/1974,9.07,1.20,,,,,,,,,,,,,,
6/28/1974,9.10,1.30,,,,,,,,,,,,,,
7/5/1974,9.14,1.30,,,,,,,,,,,,,,
7/12/1974,9.19,1.30,,,,,,,,,,,,,,
7/19/1974,9.37,1.20,,,,,,,,,,,,,,
7/26/1974,9.42,1.20,,,,,,,,,,,,,,
8/2/1974,9.47,1.30,,,,,,,,,,,,,,
8/9/1974,9.50,1.30,,,,,,,,,,,,,,
8/16/1974,9.60,1.20,,,,,,,,,,,,,,
8/23/1974,9.62,1.30,,,,,,,,,,,,,,
8/30/1974,9.74,1.30,,,,,,,,,,,,,,
9/6/1974,9.88,1.40,,,,,,,,,,,,,,
9/13/1974,9.92,1.40,,,,,,,,,,,,,,
9/20/1974,10.00,1.40,,,,,,,,,,,,,,
9/27/1974,10.03,1.40,,,,,,,,,,,,,,
10/4/1974,10.02,1.50,,,,,,,,,,,,,,
10/11/1974,9.96,1.50,,,,,,,,,,,,,,
10/18/1974,9.99,1.50,,,,,,,,,,,,,,
10/25/1974,9.94,1.50,,,,,,,,,,,,,,
11/1/1974,9.87,1.50,,,,,,,,,,,,,,
11/8/1974,9.81,1.40,,,,,,,,,,,,,,
11/15/1974,9.81,1.30,,,,,,,,,,,,,,
11/22/1974,9.73,1.30,,,,,,,,,,,,,,
11/29/1974,9.72,1.40,,,,,,,,,,,,,,
12/6/1974,9.69,1.30,,,,,,,,,,,,,,
12/13/1974,9.63,1.30,,,,,,,,,,,,,,
12/20/1974,9.58,1.30,,,,,,,,,,,,,,
12/27/1974,9.56,1.20,,,,,,,,,,,,,,
1/3/1975,9.60,1.20,,,,,,,,,,,,,,
1/10/1975,9.49,1.20,,,,,,,,,,,,,,
1/17/1975,9.43,1.20,,,,,,,,,,,,,,
1/24/1975,9.35,1.30,,,,,,,,,,,,,,
1/31/1975,9.29,1.20,,,,,,,,,,,,,,
2/7/1975,9.20,1.30,,,,,,,,,,,,,,
2/14/1975,9.13,1.20,,,,,,,,,,,,,,
2/21/1975,9.07,1.20,,,,,,,,,,,,,,
2/28/1975,9.02,1.10,,,,,,,,,,,,,,
3/7/1975,9.00,1.10,,,,,,,,,,,,,,
3/14/1975,8.89,1.10,,,,,,,,,,,,,,
3/21/1975,8.86,1.10,,,,,,,,,,,,,,
3/28/1975,8.86,1.10,,,,,,,,,,,,,,
4/4/1975,8.83,1.00,,,,,,,,,,,,,,
4/11/1975,8.81,1.00,,,,,,,,,,,,,,
4/18/1975,8.80,1.00,,,,,,,,,,,,,,
4/25/1975,8.84,1.00,,,,,,,,,,,,,,
5/2/1975,8.92,1.10,,,,,,,,,,,,,,
5/9/1975,8.88,1.00,,,,,,,,,,,,,,
5/16/1975,8.92,1.10,,,,,,,,,,,,,,
5/23/1975,8.92,1.10,,,,,,,,,,,,,,
5/30/1975,8.89,1.10,,,,,,,,,,,,,,
6/6/1975,8.89,1.00,,,,,,,,,,,,,,
6/13/1975,8.90,1.00,,,,,,,,,,,,,,
6/20/1975,8.88,1.00,,,,,,,,,,,,,,
6/27/1975,8.90,1.10,,,,,,,,,,,,,,
7/3/1975,8.88,1.10,,,,,,,,,,,,,,
7/11/1975,8.90,1.10,,,,,,,,,,,,,,
7/18/1975,8.89,1.10,,,,,,,,,,,,,,
7/25/1975,8.89,1.10,,,,,,,,,,,,,,
8/1/1975,8.89,1.10,,,,,,,,,,,,,,
8/8/1975,8.89,1.10,,,,,,,,,,,,,,
8/15/1975,8.93,1.10,,,,,,,,,,,,,,
8/22/1975,8.98,1.10,,,,,,,,,,,,,,
8/29/1975,9.02,1.10,,,,,,,,,,,,,,
9/5/1975,9.08,1.10,,,,,,,,,,,,,,
9/12/1975,9.16,1.10,,,,,,,,,,,,,,
9/19/1975,9.14,1.20,,,,,,,,,,,,,,
9/26/1975,9.14,1.10,,,,,,,,,,,,,,
10/3/1975,9.20,1.10,,,,,,,,,,,,,,
10/10/1975,9.21,1.10,,,,,,,,,,,,,,
10/17/1975,9.21,1.10,,,,,,,,,,,,,,
10/24/1975,9.26,1.10,,,,,,,,,,,,,,
10/31/1975,9.24,1.20,,,,,,,,,,,,,,
11/7/1975,9.19,1.20,,,,,,,,,,,,,,
11/14/1975,9.16,1.10,,,,,,,,,,,,,,
11/21/1975,9.12,1.10,,,,,,,,,,,,,,
11/28/1975,9.11,1.10,,,,,,,,,,,,,,
12/5/1975,9.11,1.10,,,,,,,,,,,,,,
12/12/1975,9.11,1.10,,,,,,,,,,,,,,
12/19/1975,9.08,1.10,,,,,,,,,,,,,,
12/26/1975,9.09,1.10,,,,,,,,,,,,,,
1/2/1976,9.10,1.10,,,,,,,,,,,,,,
1/9/1976,9.07,1.10,,,,,,,,,,,,,,
1/16/1976,9.01,1.10,,,,,,,,,,,,,,
1/23/1976,9.00,1.10,,,,,,,,,,,,,,
1/30/1976,8.90,1.00,,,,,,,,,,,,,,
2/6/1976,8.86,0.90,,,,,,,,,,,,,,
2/13/1976,8.83,0.90,,,,,,,,,,,,,,
2/20/1976,8.81,0.90,,,,,,,,,,,,,,
2/27/1976,8.75,1.10,,,,,,,,,,,,,,
3/5/1976,8.77,1.30,,,,,,,,,,,,,,
3/12/1976,8.75,1.30,,,,,,,,,,,,,,
3/19/1976,8.75,1.30,,,,,,,,,,,,,,
3/26/1976,8.75,1.30,,,,,,,,,,,,,,
4/2/1976,8.70,1.30,,,,,,,,,,,,,,
4/9/1976,8.70,1.30,,,,,,,,,,,,,,
4/16/1976,8.75,1.30,,,,,,,,,,,,,,
4/23/1976,8.75,1.30,,,,,,,,,,,,,,
4/30/1976,8.75,1.30,,,,,,,,,,,,,,
5/7/1976,8.75,1.30,,,,,,,,,,,,,,
5/14/1976,8.75,1.30,,,,,,,,,,,,,,
5/21/1976,8.78,1.30,,,,,,,,,,,,,,
5/28/1976,8.78,1.30,,,,,,,,,,,,,,
6/4/1976,8.78,1.30,,,,,,,,,,,,,,
6/11/1976,8.83,1.30,,,,,,,,,,,,,,
6/18/1976,8.88,1.30,,,,,,,,,,,,,,
6/25/1976,8.90,1.30,,,,,,,,,,,,,,
7/2/1976,8.93,1.30,,,,,,,,,,,,,,
7/9/1976,8.93,1.20,,,,,,,,,,,,,,
7/16/1976,8.93,1.20,,,,,,,,,,,,,,
7/23/1976,8.90,1.10,,,,,,,,,,,,,,
7/30/1976,8.98,1.20,,,,,,,,,,,,,,
8/6/1976,9.00,1.20,,,,,,,,,,,,,,
8/13/1976,9.00,1.20,,,,,,,,,,,,,,
8/20/1976,9.00,1.20,,,,,,,,,,,,,,
8/27/1976,9.00,1.20,,,,,,,,,,,,,,
9/3/1976,9.00,1.20,,,,,,,,,,,,,,
9/10/1976,8.97,1.20,,,,,,,,,,,,,,
9/17/1976,8.97,1.20,,,,,,,,,,,,,,
9/24/1976,8.97,1.20,,,,,,,,,,,,,,
10/1/1976,8.90,1.20,,,,,,,,,,,,,,
10/8/1976,8.95,1.20,,,,,,,,,,,,,,
10/15/1976,8.95,1.20,,,,,,,,,,,,,,
10/22/1976,8.95,1.10,,,,,,,,,,,,,,
10/29/1976,8.90,1.10,,,,,,,,,,,,,,
11/5/1976,8.85,1.30,,,,,,,,,,,,,,
11/12/1976,8.80,1.30,,,,,,,,,,,,,,
11/19/1976,8.80,1.30,,,,,,,,,,,,,,
11/26/1976,8.80,1.30,,,,,,,,,,,,,,
12/3/1976,8.80,1.30,,,,,,,,,,,,,,
12/10/1976,8.80,1.20,,,,,,,,,,,,,,
12/17/1976,8.80,1.20,,,,,,,,,,,,,,
12/24/1976,8.78,1.20,,,,,,,,,,,,,,
12/31/1976,8.78,1.20,,,,,,,,,,,,,,
1/7/1977,8.70,1.10,,,,,,,,,,,,,,
1/14/1977,8.73,1.10,,,,,,,,,,,,,,
1/21/1977,8.73,1.10,,,,,,,,,,,,,,
1/28/1977,8.73,1.10,,,,,,,,,,,,,,
2/4/1977,8.68,1.10,,,,,,,,,,,,,,
2/11/1977,8.70,1.10,,,,,,,,,,,,,,
2/18/1977,8.65,1.20,,,,,,,,,,,,,,
2/25/1977,8.65,1.10,,,,,,,,,,,,,,
3/4/1977,8.65,1.20,,,,,,,,,,,,,,
3/11/1977,8.70,1.20,,,,,,,,,,,,,,
3/18/1977,8.70,1.20,,,,,,,,,,,,,,
3/25/1977,8.70,1.20,,,,,,,,,,,,,,
4/1/1977,8.70,1.10,,,,,,,,,,,,,,
4/8/1977,8.75,1.20,,,,,,,,,,,,,,
4/15/1977,8.75,1.10,,,,,,,,,,,,,,
4/22/1977,8.78,1.10,,,,,,,,,,,,,,
4/29/1977,8.78,1.10,,,,,,,,,,,,,,
5/6/1977,8.78,1.20,,,,,,,,,,,,,,
5/13/1977,8.83,1.10,,,,,,,,,,,,,,
5/20/1977,8.85,1.10,,,,,,,,,,,,,,
5/27/1977,8.85,1.10,,,,,,,,,,,,,,
6/3/1977,8.85,1.10,,,,,,,,,,,,,,
6/10/1977,8.85,1.10,,,,,,,,,,,,,,
6/17/1977,8.85,1.10,,,,,,,,,,,,,,
6/24/1977,8.88,1.10,,,,,,,,,,,,,,
7/1/1977,8.95,1.10,,,,,,,,,,,,,,
7/8/1977,8.93,1.10,,,,,,,,,,,,,,
7/15/1977,8.95,1.10,,,,,,,,,,,,,,
7/22/1977,8.95,1.10,,,,,,,,,,,,,,
7/29/1977,8.93,1.10,,,,,,,,,,,,,,
8/5/1977,8.95,1.10,,,,,,,,,,,,,,
8/12/1977,8.95,1.10,,,,,,,,,,,,,,
8/19/1977,8.93,1.10,,,,,,,,,,,,,,
8/26/1977,8.93,1.10,,,,,,,,,,,,,,
9/2/1977,8.88,1.10,,,,,,,,,,,,,,
9/9/1977,8.90,1.10,,,,,,,,,,,,,,
9/16/1977,8.90,1.10,,,,,,,,,,,,,,
9/23/1977,8.90,1.10,,,,,,,,,,,,,,
9/30/1977,8.90,1.20,,,,,,,,,,,,,,
10/7/1977,8.93,1.20,,,,,,,,,,,,,,
10/14/1977,8.93,1.20,,,,,,,,,,,,,,
10/21/1977,8.93,1.20,,,,,,,,,,,,,,
10/28/1977,8.90,1.10,,,,,,,,,,,,,,
11/4/1977,8.90,1.10,,,,,,,,,,,,,,
11/11/1977,8.93,1.10,,,,,,,,,,,,,,
11/18/1977,8.93,1.10,,,,,,,,,,,,,,
11/25/1977,8.93,1.20,,,,,,,,,,,,,,
12/2/1977,8.95,1.10,,,,,,,,,,,,,,
12/9/1977,8.95,1.20,,,,,,,,,,,,,,
12/16/1977,8.95,1.30,,,,,,,,,,,,,,
12/23/1977,8.95,1.30,,,,,,,,,,,,,,
12/30/1977,9.00,1.20,,,,,,,,,,,,,,
1/6/1978,9.00,1.30,,,,,,,,,,,,,,
1/13/1978,9.03,1.20,,,,,,,,,,,,,,
1/20/1978,8.98,1.30,,,,,,,,,,,,,,
1/27/1978,9.05,1.30,,,,,,,,,,,,,,
2/3/1978,9.13,1.30,,,,,,,,,,,,,,
2/10/1978,9.15,1.30,,,,,,,,,,,,,,
2/17/1978,9.15,1.30,,,,,,,,,,,,,,
2/24/1978,9.15,1.30,,,,,,,,,,,,,,
3/3/1978,9.15,1.30,,,,,,,,,,,,,,
3/10/1978,9.15,1.30,,,,,,,,,,,,,,
3/17/1978,9.23,1.30,,,,,,,,,,,,,,
3/24/1978,9.23,1.30,,,,,,,,,,,,,,
3/31/1978,9.25,1.30,,,,,,,,,,,,,,
4/7/1978,9.28,1.30,,,,,,,,,,,,,,
4/14/1978,9.33,1.30,,,,,,,,,,,,,,
4/21/1978,9.38,1.20,,,,,,,,,,,,,,
4/28/1978,9.43,1.20,,,,,,,,,,,,,,
5/5/1978,9.48,1.20,,,,,,,,,,,,,,
5/12/1978,9.55,1.40,,,,,,,,,,,,,,
5/19/1978,9.58,1.30,,,,,,,,,,,,,,
5/26/1978,9.68,1.40,,,,,,,,,,,,,,
6/2/1978,9.68,1.40,,,,,,,,,,,,,,
6/9/1978,9.70,1.40,,,,,,,,,,,,,,
6/16/1978,9.73,1.40,,,,,,,,,,,,,,
6/23/1978,9.70,1.40,,,,,,,,,,,,,,
6/30/1978,9.73,1.40,,,,,,,,,,,,,,
7/7/1978,9.73,1.50,,,,,,,,,,,,,,
7/14/1978,9.73,1.50,,,,,,,,,,,,,,
7/21/1978,9.75,1.30,,,,,,,,,,,,,,
7/28/1978,9.75,1.30,,,,,,,,,,,,,,
8/4/1978,9.78,1.30,,,,,,,,,,,,,,
8/11/1978,9.78,1.30,,,,,,,,,,,,,,
8/18/1978,9.78,1.30,,,,,,,,,,,,,,
8/25/1978,9.80,1.30,,,,,,,,,,,,,,
9/1/1978,9.75,1.31,,,,,,,,,,,,,,
9/8/1978,9.75,1.30,,,,,,,,,,,,,,
9/15/1978,9.75,1.30,,,,,,,,,,,,,,
9/22/1978,9.75,1.40,,,,,,,,,,,,,,
9/29/1978,9.78,1.40,,,,,,,,,,,,,,
10/6/1978,9.85,1.20,,,,,,,,,,,,,,
10/13/1978,9.85,1.20,,,,,,,,,,,,,,
10/20/1978,9.85,1.20,,,,,,,,,,,,,,
10/27/1978,9.88,1.20,,,,,,,,,,,,,,
11/3/1978,9.90,1.20,,,,,,,,,,,,,,
11/10/1978,10.05,1.20,,,,,,,,,,,,,,
11/17/1978,10.20,1.20,,,,,,,,,,,,,,
11/24/1978,10.28,1.30,,,,,,,,,,,,,,
12/1/1978,10.30,1.40,,,,,,,,,,,,,,
12/8/1978,10.35,1.40,,,,,,,,,,,,,,
12/15/1978,10.35,1.40,,,,,,,,,,,,,,
12/22/1978,10.35,1.40,,,,,,,,,,,,,,
12/29/1978,10.38,1.40,,,,,,,,,,,,,,
1/5/1979,10.38,1.50,,,,,,,,,,,,,,
1/12/1979,10.38,1.50,,,,,,,,,,,,,,
1/19/1979,10.40,1.50,,,,,,,,,,,,,,
1/26/1979,10.40,1.50,,,,,,,,,,,,,,
2/2/1979,10.40,1.50,,,,,,,,,,,,,,
2/9/1979,10.43,1.50,,,,,,,,,,,,,,
2/16/1979,10.40,1.50,,,,,,,,,,,,,,
2/23/1979,10.40,1.50,,,,,,,,,,,,,,
3/2/1979,10.43,1.50,,,,,,,,,,,,,,
3/9/1979,10.40,1.50,,,,,,,,,,,,,,
3/16/1979,10.40,1.50,,,,,,,,,,,,,,
3/23/1979,10.45,1.60,,,,,,,,,,,,,,
3/30/1979,10.45,1.60,,,,,,,,,,,,,,
4/6/1979,10.48,1.60,,,,,,,,,,,,,,
4/13/1979,10.48,1.60,,,,,,,,,,,,,,
4/20/1979,10.50,1.20,,,,,,,,,,,,,,
4/27/1979,10.53,1.60,,,,,,,,,,,,,,
5/4/1979,10.60,1.60,,,,,,,,,,,,,,
5/11/1979,10.68,1.60,,,,,,,,,,,,,,
5/18/1979,10.73,1.60,,,,,,,,,,,,,,
5/25/1979,10.75,1.60,,,,,,,,,,,,,,
6/1/1979,10.90,1.60,,,,,,,,,,,,,,
6/8/1979,11.03,1.60,,,,,,,,,,,,,,
6/15/1979,11.05,1.60,,,,,,,,,,,,,,
6/22/1979,11.10,1.70,,,,,,,,,,,,,,
6/29/1979,11.10,1.60,,,,,,,,,,,,,,
7/6/1979,11.13,1.70,,,,,,,,,,,,,,
7/13/1979,11.08,1.70,,,,,,,,,,,,,,
7/20/1979,11.08,1.60,,,,,,,,,,,,,,
7/27/1979,11.08,1.60,,,,,,,,,,,,,,
8/3/1979,11.08,1.60,,,,,,,,,,,,,,
8/10/1979,11.08,1.60,,,,,,,,,,,,,,
8/17/1979,11.08,1.70,,,,,,,,,,,,,,
8/24/1979,11.10,1.70,,,,,,,,,,,,,,
8/31/1979,11.13,1.70,,,,,,,,,,,,,,
9/7/1979,11.20,1.70,,,,,,,,,,,,,,
9/14/1979,11.30,1.60,,,,,,,,,,,,,,
9/21/1979,11.35,1.60,,,,,,,,,,,,,,
9/28/1979,11.35,1.60,,,,,,,,,,,,,,
10/5/1979,11.35,1.60,,,,,,,,,,,,,,
10/12/1979,11.45,1.60,,,,,,,,,,,,,,
10/19/1979,11.75,1.70,,,,,,,,,,,,,,
10/26/1979,12.00,1.70,,,,,,,,,,,,,,
11/2/1979,12.80,1.70,,,,,,,,,,,,,,
11/9/1979,12.85,1.70,,,,,,,,,,,,,,
11/16/1979,12.80,1.70,,,,,,,,,,,,,,
11/23/1979,12.80,1.70,,,,,,,,,,,,,,
11/30/1979,12.90,1.60,,,,,,,,,,,,,,
12/7/1979,12.90,1.60,,,,,,,,,,,,,,
12/14/1979,12.90,1.60,,,,,,,,,,,,,,
12/21/1979,12.90,1.60,,,,,,,,,,,,,,
12/28/1979,12.90,1.60,,,,,,,,,,,,,,
1/4/1980,12.85,1.60,,,,,,,,,,,,,,
1/11/1980,12.90,1.60,,,,,,,,,,,,,,
1/18/1980,12.87,1.60,,,,,,,,,,,,,,
1/25/1980,12.89,1.60,,,,,,,,,,,,,,
2/1/1980,12.85,1.60,,,,,,,,,,,,,,
2/8/1980,12.85,1.60,,,,,,,,,,,,,,
2/15/1980,12.88,1.60,,,,,,,,,,,,,,
2/22/1980,13.03,1.60,,,,,,,,,,,,,,
2/29/1980,13.59,1.80,,,,,,,,,,,,,,
3/7/1980,14.00,1.90,,,,,,,,,,,,,,
