RegionID,SizeRank,RegionName,RegionType,StateName,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30
395055,24,"San Antonio, TX",msa,TX,213655.0,212120.0,212774.0,212300.0,213327.0,212481.0,213509.0,215184.0,217074.0,218542.0,219328.0,221188.0,222253.0,223049.0,224788.0,223026.0,223806.0,223678.0,227341.0,229154.0,231541.0,230640.0,231621.0,235737.0,241644.0,247841.0,251824.0,254770.0,255946.0,256843.0,258661.0,260390.0,263532.0,267540.0,272198.0,279300.0,284001.0,289250.0,293322.0,298759.0,300901.0,302134.0,302887.0,307134.0,312599.0,320318.0,325178.0,325726.0,321565.0,320346.0,321601.0,319600.0,316752.0,312044.0,311583.0,309365.0,308671.0,308172.0,307467.0,309355.0,308986.0,309489.0,309835.0,309214.0,310276.0,308091.0,308461.0,308832.0,310511.0
394998,25,"Portland, OR",msa,OR,387718.0,385847.0,386817.0,384794.0,386106.0,385980.0,389445.0,391651.0,393610.0,395345.0,396193.0,396836.0,396011.0,396358.0,398988.0,402163.0,402445.0,404757.0,405764.0,411579.0,412264.0,410622.0,410411.0,415683.0,425439.0,435260.0,443243.0,449177.0,452536.0,455659.0,464622.0,473062.0,484611.0,493048.0,502352.0,507413.0,512664.0,513275.0,517359.0,518046.0,523144.0,524390.0,528675.0,537309.0,546339.0,555943.0,559036.0,559519.0,552384.0,548003.0,543372.0,542368.0,533842.0,525913.0,523558.0,525365.0,530879.0,535648.0,544016.0,550189.0,548438.0,547955.0,546082.0,547130.0,545723.0,539862.0,539313.0,541013.0,551595.0
395045,26,"Sacramento, CA",msa,CA,395811.0,394602.0,392620.0,393554.0,393154.0,394428.0,396079.0,397660.0,401877.0,406124.0,408961.0,410038.0,412203.0,411404.0,410455.0,409267.0,410031.0,410825.0,413057.0,420167.0,425537.0,423705.0,424600.0,433323.0,449991.0,462385.0,470536.0,474642.0,478968.0,482118.0,487263.0,497625.0,509084.0,522695.0,531659.0,537657.0,540413.0,542422.0,543431.0,548263.0,550009.0,553187.0,558927.0,573403.0,585174.0,590712.0,584956.0,579581.0,566388.0,557275.0,547293.0,546160.0,537501.0,536885.0,533063.0,533152.0,532609.0,534750.0,543307.0,551359.0,554694.0,558528.0,559123.0,558899.0,560225.0,557280.0,561047.0,558949.0,563875.0
394982,27,"Pittsburgh, PA",msa,PA,152564.0,152094.0,150783.0,150550.0,152161.0,152404.0,153172.0,152080.0,152816.0,154187.0,155714.0,157503.0,159810.0,159021.0,159794.0,159353.0,159658.0,159717.0,159082.0,162532.0,169519.0,169896.0,168235.0,167632.0,171893.0,176943.0,177105.0,179038.0,178035.0,178502.0,177869.0,181769.0,182756.0,187055.0,191705.0,197662.0,198644.0,197501.0,193812.0,193292.0,192138.0,192640.0,191778.0,191374.0,192191.0,195880.0,198788.0,201358.0,200590.0,197943.0,195833.0,192445.0,189396.0,186733.0,187061.0,188362.0,190567.0,191612.0,197108.0,200266.0,203621.0,202733.0,200198.0,197982.0,196167.0,194829.0,198556.0,201538.0,206262.0
394466,28,"Cincinnati, OH",msa,OH,165881.0,166686.0,167955.0,170259.0,169470.0,169473.0,169979.0,172844.0,174212.0,175168.0,175455.0,176541.0,175920.0,176541.0,176495.0,178033.0,178250.0,179464.0,180132.0,184593.0,186301.0,185574.0,184539.0,186738.0,193237.0,197005.0,200909.0,202882.0,204575.0,203724.0,202184.0,201191.0,205132.0,207441.0,215234.0,218836.0,224492.0,224934.0,226745.0,229400.0,231944.0,231762.0,231208.0,229251.0,230875.0,233656.0,237482.0,237787.0,234943.0,234174.0,233870.0,226826.0,224123.0,219321.0,227886.0,229161.0,238398.0,243483.0,248409.0,250655.0,250762.0,252138.0,252104.0,253161.0,253189.0,252814.0,254813.0,257129.0,259952.0
394355,29,"Austin, TX",msa,TX,315516.0,311730.0,312255.0,311134.0,313609.0,312979.0,309640.0,310211.0,314176.0,322996.0,331156.0,331977.0,329557.0,326399.0,329361.0,329167.0,332047.0,329800.0,335203.0,337330.0,340586.0,337755.0,339168.0,348068.0,359830.0,370442.0,376492.0,382920.0,386572.0,389563.0,402496.0,422536.0,453318.0,471638.0,485385.0,487562.0,487062.0,484299.0,476497.0,477994.0,479729.0,490396.0,501170.0,520331.0,540303.0,559181.0,560921.0,550650.0,534049.0,521612.0,512831.0,501734.0,486873.0,479162.0,468533.0,466215.0,461529.0,464490.0,471276.0,473086.0,477201.0,475240.0,475297.0,469020.0,469258.0,464214.0,466888.0,463893.0,468729.0
394775,30,"Las Vegas, NV",msa,NV,273429.0,276530.0,279171.0,279655.0,279784.0,281874.0,283154.0,286204.0,285672.0,286894.0,286056.0,286896.0,287594.0,290083.0,292473.0,292728.0,292990.0,292726.0,297750.0,299624.0,300995.0,299013.0,300793.0,305271.0,310377.0,314637.0,318831.0,322296.0,324418.0,327669.0,331856.0,339146.0,345133.0,353810.0,361439.0,370902.0,378576.0,383899.0,387042.0,391668.0,398352.0,407500.0,417957.0,429248.0,440049.0,448850.0,451168.0,447377.0,435799.0,427773.0,421430.0,415523.0,409757.0,404427.0,403905.0,402650.0,402795.0,405489.0,408634.0,414107.0,416345.0,418211.0,420211.0,420516.0,423716.0,422775.0,429231.0,433754.0,439973.0
394735,31,"Kansas City, MO",msa,MO,191968.0,192326.0,193499.0,197125.0,198277.0,200544.0,200907.0,205714.0,207982.0,211531.0,211032.0,209474.0,207853.0,206881.0,205797.0,204565.0,205560.0,207646.0,211762.0,216882.0,221187.0,220807.0,220352.0,223658.0,230118.0,237277.0,240968.0,243267.0,240953.0,241563.0,243724.0,246382.0,248999.0,250059.0,253344.0,255843.0,256964.0,258484.0,258705.0,260513.0,263185.0,262802.0,265087.0,268940.0,276203.0,284838.0,290432.0,291941.0,290139.0,286687.0,286012.0,281882.0,279967.0,276036.0,276947.0,276700.0,279005.0,281018.0,285720.0,290700.0,294694.0,293672.0,292195.0,291599.0,292461.0,291727.0,291106.0,289329.0,294955.0
394492,32,"Columbus, OH",msa,OH,184497.0,184686.0,185128.0,186101.0,185214.0,183347.0,184102.0,184067.0,190270.0,193660.0,199055.0,196817.0,195032.0,191100.0,191770.0,191913.0,192237.0,193325.0,195738.0,202292.0,206689.0,209093.0,207524.0,209993.0,214626.0,221245.0,224589.0,225099.0,224765.0,222663.0,222935.0,226066.0,233300.0,238622.0,243382.0,246162.0,250162.0,252764.0,253538.0,255002.0,253385.0,253014.0,249866.0,250972.0,256485.0,264634.0,273182.0,276978.0,277312.0,274796.0,271310.0,269081.0,267025.0,263977.0,264872.0,267696.0,274594.0,280230.0,283169.0,284204.0,284646.0,283248.0,283689.0,279624.0,279134.0,277725.0,281229.0,283621.0,288007.0
394705,34,"Indianapolis, IN",msa,IN,165918.0,166166.0,166623.0,166993.0,167518.0,170523.0,173620.0,175513.0,174842.0,174694.0,174639.0,177354.0,178679.0,179718.0,179693.0,179382.0,181358.0,182730.0,185198.0,187688.0,190846.0,193809.0,194486.0,197355.0,201940.0,206819.0,208985.0,208085.0,208520.0,207379.0,209677.0,209313.0,213274.0,216567.0,221588.0,226471.0,229906.0,233069.0,235577.0,237597.0,238895.0,237924.0,239738.0,240901.0,245205.0,248479.0,256600.0,259058.0,259761.0,257159.0,255972.0,253501.0,250171.0,249811.0,252058.0,254321.0,255874.0,256968.0,259132.0,260953.0,263660.0,264980.0,264606.0,262589.0,263234.0,265224.0,265293.0,267116.0,268004.0
